Date,Open,High,Low,Close,SMA_20,SMA_50,macd,macdsignal,macdhist,cci,rsi,CDLXSIDEGAP3METHODS,CDLEVENINGSTAR,CDLMORNINGSTAR,CDLENGULFING,CDLDARKCLOUDCOVER,CDLDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLPIERCING,CDLSHOOTINGSTAR
2015-12-07,3.93,4.03,3.93,4.03,3.991300000000001,4.024040000000001,-0.014415349135065814,-0.015781923094104623,0.0013665739590388096,55.040322580646986,51.341495260615275,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,3.97,4.018,3.946,3.978,3.972700000000001,4.029440000000001,-0.014702057765295429,-0.015565950028342785,0.0008638922630473563,19.48483589530574,48.093260775025,0,0,0,0,0,100,0,0,-100,0,0
2015-12-09,3.964,4.048,3.9419999999999997,4.0,3.954500000000001,4.034160000000001,-0.013004156461169813,-0.015053591314908191,0.002049434853738378,41.76092259924519,49.54759672292539,0,0,0,0,0,0,0,0,0,0,0
2015-12-10,3.964,3.9960000000000004,3.91,3.93,3.937100000000001,4.037760000000001,-0.01710974197547399,-0.01546482144702135,-0.0016449205284526404,-121.29088152479922,45.207389516004994,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,3.88,3.906,3.818,3.86,3.9393000000000007,4.039440000000002,-0.025715431572430614,-0.017514943472103202,-0.008200488100327412,-281.8413481298809,41.310377731625955,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,3.826,3.8819999999999997,3.784,3.818,3.946300000000001,4.038000000000002,-0.03551515497093005,-0.021114985771868572,-0.01440016919906148,-230.27656477438276,39.130778189470256,0,0,0,0,0,100,0,0,0,0,0
2015-12-15,3.88,3.95,3.8160000000000003,3.94,3.9509000000000007,4.040120000000002,-0.033056076095442144,-0.023503203836583286,-0.009552872258858858,-89.16161616161733,47.75393616297382,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,3.906,3.9619999999999997,3.88,3.95,3.958800000000001,4.041120000000001,-0.029955019129228155,-0.024793566895112258,-0.005161452234115897,-36.99582753824841,48.39921842232471,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,3.98,4.046,3.944,3.98,3.9678000000000013,4.0424000000000015,-0.02479088596049417,-0.02479303070818864,2.1447476944713717e-06,55.156176424422846,50.37922060102464,0,0,0,0,0,100,0,0,0,0,0
2015-12-18,3.992,4.01,3.9019999999999997,3.9619999999999997,3.969400000000001,4.044280000000001,-0.02189829289712142,-0.024214083145975195,0.002315790248853776,10.752688172041857,49.160342643201645,0,0,0,-100,0,0,0,0,0,0,0
2015-12-21,3.9619999999999997,4.044,3.926,3.95,3.966900000000001,4.041880000000001,-0.020339728042374716,-0.0234392121252551,0.0030994840828803827,41.590530368326796,48.32100222554753,0,0,0,0,0,0,0,0,0,0,0
