Date,Open,High,Low,Close,SMA_20,SMA_50,macd,macdsignal,macdhist,cci,rsi,CDLXSIDEGAP3METHODS,CDLEVENINGSTAR,CDLMORNINGSTAR,CDLENGULFING,CDLDARKCLOUDCOVER,CDLDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLPIERCING,CDLSHOOTINGSTAR
2015-08-03,0.7185,0.7315,0.7185,0.722,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,0.725,0.725,0.7170000000000001,0.7190000000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,0.7240000000000001,0.74,0.716,0.7340000000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,0.736,0.7475,0.7340000000000001,0.7445,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,0.7440000000000001,0.7445,0.733,0.7340000000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,0.7440000000000001,0.7440000000000001,0.7335,0.7335,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-11,0.735,0.737,0.725,0.725,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-12,0.725,0.725,0.7025,0.7025,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-13,0.716,0.7205,0.708,0.708,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,0.716,0.7195,0.7085,0.7095,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,0.7190000000000001,0.7190000000000001,0.71,0.716,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-18,0.7145,0.722,0.7090000000000001,0.722,,,,,,,,0,0,0,100,0,0,0,0,0,0,0
2015-08-19,0.7190000000000001,0.7195,0.7,0.703,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,0.7040000000000001,0.7105,0.7,0.7,,,,,,-115.96759875721287,,0,0,0,0,0,0,0,0,0,0,0
2015-08-21,0.698,0.7035,0.69,0.69,,,,,,-142.9951690821252,36.885245901639315,0,0,0,0,0,0,0,0,0,0,0
2015-08-24,0.68,0.68,0.65,0.66,,,,,,-236.21265036864528,29.16251246261215,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,0.6635,0.698,0.6565,0.69,,,,,,-128.46784134580534,42.19600725952811,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,0.69,0.696,0.68,0.6935,,,,,,-78.62375138734754,43.50206324783912,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,0.6945,0.7190000000000001,0.6945,0.7075,,,,,,6.071118820468209,48.51328703943448,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,0.7025,0.7095,0.693,0.7,0.7106999999999999,,,,,-12.686084142394611,46.15163343691905,0,0,0,0,0,0,0,0,-100,0,0
2015-08-31,0.695,0.7045,0.685,0.7045,0.7098249999999998,,,,,-17.728758169934466,47.793786463885255,0,0,0,100,0,0,100,0,0,0,0
2015-09-01,0.6815,0.6970000000000001,0.6815,0.6970000000000001,0.7087249999999999,,,,,-46.244343891402416,45.31349843331766,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,0.6995,0.7025,0.685,0.696,0.7068249999999999,,,,,-24.141749723144354,44.97833435441977,0,0,0,0,-100,0,0,0,0,0,0
2015-09-03,0.7015,0.7015,0.68,0.695,0.7043499999999999,,,,,-31.414022718370077,44.62288948804593,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,0.695,0.6955,0.67,0.6709999999999999,0.7011999999999998,,,,,-105.53821251011628,37.05446691430333,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,0.6755,0.688,0.6709999999999999,0.6735,0.6981999999999999,,,,,-98.25001493161335,38.22974470685735,0,0,0,0,0,100,0,0,100,0,0
2015-09-08,0.674,0.691,0.674,0.684,0.6961499999999999,,,,,-48.73308733087301,43.0401168674687,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,0.69,0.698,0.6829999999999999,0.6895,0.6954999999999999,,,,,10.783532536521362,45.437046188990315,0,0,0,0,0,100,0,0,0,0,0
2015-09-10,0.682,0.693,0.682,0.687,0.6944499999999999,,,,,-7.548457548455958,44.51997499340286,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,0.684,0.693,0.6825,0.685,0.6932249999999999,,,,,-32.46592317224124,43.75906090394556,0,0,0,0,0,100,0,0,0,0,0
2015-09-14,0.6825,0.6895,0.6625,0.6705,0.69095,,,,,-145.63453424212895,38.607120661998415,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,0.6705,0.679,0.6635,0.6729999999999999,0.6885,,,,,-132.36714975845487,39.92048710716495,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,0.6759999999999999,0.6865,0.6759999999999999,0.679,0.6873,,,,,-51.93548387096791,43.06836237557158,0,0,0,0,0,0,0,0,0,0,-100
2015-09-17,0.6835,0.6885,0.679,0.6885,0.686725,,-0.011048408261742582,-0.013391544060616267,0.0023431357988736856,1.9742640578176731,47.7375163474107,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,0.6890000000000001,0.695,0.6815,0.695,0.6869750000000001,,-0.009328106563378125,-0.012578856561168639,0.003250749997790514,65.77448747152589,50.71580392924595,0,0,0,0,0,0,0,-100,0,0,0
