Date,Open,High,Low,Close,SMA_20,SMA_50,macd,macdsignal,macdhist,cci,rsi,CDLXSIDEGAP3METHODS,CDLEVENINGSTAR,CDLMORNINGSTAR,CDLENGULFING,CDLDARKCLOUDCOVER,CDLDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLPIERCING,CDLSHOOTINGSTAR
2015-08-03,1.00076,1.01083,0.9743299999999999,0.9856600000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,0.97559,0.99195,0.96426,0.97055,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,0.9781,0.98692,0.97055,0.9774700000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-06,0.97496,0.98062,0.9604799999999999,0.9762200000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,0.9774700000000001,1.00076,0.9774700000000001,0.9881700000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-10,0.9969899999999999,1.00013,0.98062,0.9888,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-11,0.99321,1.02216,0.9888,0.99321,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-12,0.98629,0.9995,0.96552,0.99069,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-13,1.0020200000000001,1.00391,0.98062,0.98062,,,,,,,,0,0,0,-100,0,0,0,0,0,0,0
2015-08-14,0.9774700000000001,0.98377,0.96677,0.9762200000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-17,0.98251,0.98503,0.96552,0.9718100000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-18,0.9718100000000001,0.9718100000000001,0.9535600000000001,0.9548200000000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,0.95104,0.96111,0.9416,0.94475,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,0.9416,0.9441200000000001,0.9264899999999999,0.9283799999999999,,,,,,-219.50630828305069,,0,0,0,0,0,0,0,0,0,0,0
2015-08-21,0.9195700000000001,0.9529299999999999,0.91894,0.93342,,,,,,-155.68269221092686,26.284728527328898,0,0,0,0,0,0,0,0,0,0,0
2015-08-24,0.91265,0.9283799999999999,0.86355,0.8748799999999999,,,,,,-220.62491267461456,16.716413932787923,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,0.8874700000000001,0.91453,0.88055,0.91453,,,,,,-138.38142094317863,34.19053903228298,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,0.91705,1.02405,0.8988,0.95985,,,,,,3.3415449979418943,47.698296415317145,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,0.9844,1.02342,0.9718100000000001,1.01272,,,,,,101.40265952436523,58.42038663423933,0,0,0,0,0,0,0,0,0,0,0
2015-08-28,1.02216,1.06182,1.0209,1.0548899999999999,0.9688829999999999,,,,,171.38972097200667,64.64598790714923,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,1.06874,1.08133,1.03475,1.0807,0.973635,,,,,177.55121269290348,67.82164619736297,0,0,0,0,0,0,0,-100,0,0,0
2015-09-01,1.07189,1.08762,1.0599299999999998,1.06056,0.9781354999999999,,,,,148.24988508441135,63.06154882306034,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,1.0630700000000002,1.0693700000000002,1.0058,1.00769,0.9796465,,,,,72.13366382841902,52.62064280514722,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,1.0165,1.02846,0.9944700000000001,1.02342,0.9820065,,,,,47.32157492629544,55.007454794899516,0,0,0,0,0,0,100,0,100,0,0
